sci_name;common_name;ebird_code;class;order;in_v2;in_v3;label_af;label_ar;label_cs;label_da;label_de;label_en;label_en_uk;label_es;label_fi;label_fr;label_hu;label_it;label_ja;label_ko;label_nl;label_no;label_pl;label_pt;label_ro;label_ru;label_sk;label_sl;label_sv;label_th;label_tr;label_uk;label_zh
Accipiter nisus;Eurasian Sparrowhawk;eurspa1;Aves;Accipitriformes;True;True;Eurasian Sparrowhawk;باشق اوراسي;krahujec obecný;Spurvehøg;Sperber;Eurasian Sparrowhawk;Eurasian Sparrowhawk;Gavilán Común;varpushaukka;Épervier d'Europe;Karvaly;Sparviere;ハイタカ;새매;Sperwer;spurvehauk;krogulec;Eurasian Sparrowhawk;Uliu păsărar;Перепелятник;jastrab krahulec;Skobec;Sparvhök;เหยี่ยวนกกระจอกใหญ่;Atmaca;Яструб малий;北雀鷹
Accipiter novaehollandiae;Gray Goshawk;;;;True;False;Gray Goshawk;Gray Goshawk;jestřáb proměnlivý;Gray Goshawk;Grauhabicht;Gray Goshawk;Grey Goshawk;Azor Gris;vaaleakanahaukka;Autour blanc;Gray Goshawk;Gray Goshawk;ハイイロオオタカ;Gray Goshawk;Grijze Havik;askehauk;krogulec australijski;Gray Goshawk;Gray Goshawk;Светлый ястреб;jastrab menlivý;Gray Goshawk;Grå duvhök;Gray Goshawk;Gri Çakır;Яструб тасманійський;Gray Goshawk
Accipiter ovampensis;Ovambo Sparrowhawk;ovaspa2;Aves;Accipitriformes;False;True;Ovambo Sparrowhawk;Ovambo Sparrowhawk;Ovambo Sparrowhawk;Ovambo Sparrowhawk;Ovambo Sparrowhawk;Ovambo Sparrowhawk;Ovambo Sparrowhawk;Ovambo Sparrowhawk;Ovambo Sparrowhawk;Ovambo Sparrowhawk;Ovambo Sparrowhawk;Ovambo Sparrowhawk;Ovambo Sparrowhawk;Ovambo Sparrowhawk;Ovambo Sparrowhawk;Ovambo Sparrowhawk;Ovambo Sparrowhawk;Ovambo Sparrowhawk;Ovambo Sparrowhawk;Ovambo Sparrowhawk;Ovambo Sparrowhawk;Ovambo Sparrowhawk;Ovambo Sparrowhawk;Ovambo Sparrowhawk;Ovambo Sparrowhawk;Ovambo Sparrowhawk;Ovambo Sparrowhawk
Accipiter poliogaster;Grey-bellied Hawk;gybhaw1;Aves;Accipitriformes;True;True;Gray-bellied Hawk;Gray-bellied Hawk;jestřáb jihoamerický;Gray-bellied Hawk;Graubauchhabicht;Gray-bellied Hawk;Grey-bellied Hawk;Azor Ventrigrís;amazoniankanahaukka;Autour à ventre gris;Gray-bellied Hawk;Gray-bellied Hawk;セグロオオタカ;Gray-bellied Hawk;Zuid-Amerikaanse Havik;gråbukhauk;krogulec siwobrzuchy;Gray-bellied Hawk;Gray-bellied Hawk;Серобрюхий ястреб;jastrab sivobruchý;Gray-bellied Hawk;Gråbukig hök;Gray-bellied Hawk;Gri Karınlı Atmaca;Яструб сірочеревий;Gray-bellied Hawk
Accipiter rufiventris;Rufous-breasted Sparrowhawk;rucspa2;Aves;Accipitriformes;False;True;Rufous-breasted Sparrowhawk;Rufous-breasted Sparrowhawk;Rufous-breasted Sparrowhawk;Rufous-breasted Sparrowhawk;Rufous-breasted Sparrowhawk;Rufous-breasted Sparrowhawk;Rufous-breasted Sparrowhawk;Rufous-breasted Sparrowhawk;Rufous-breasted Sparrowhawk;Rufous-breasted Sparrowhawk;Rufous-breasted Sparrowhawk;Rufous-breasted Sparrowhawk;Rufous-breasted Sparrowhawk;Rufous-breasted Sparrowhawk;Rufous-breasted Sparrowhawk;Rufous-breasted Sparrowhawk;Rufous-breasted Sparrowhawk;Rufous-breasted Sparrowhawk;Rufous-breasted Sparrowhawk;Rufous-breasted Sparrowhawk;Rufous-breasted Sparrowhawk;Rufous-breasted Sparrowhawk;Rufous-breasted Sparrowhawk;Rufous-breasted Sparrowhawk;Rufous-breasted Sparrowhawk;Rufous-breasted Sparrowhawk;Rufous-breasted Sparrowhawk
Accipiter soloensis;Chinese Sparrowhawk;;;;True;False;Chinese Sparrowhawk;Chinese Sparrowhawk;krahujec čínský;Chinese Sparrowhawk;Froschsperber;Chinese Sparrowhawk;Chinese Sparrowhawk;Gavilán Ranero;sammakkohaukka;Épervier de Horsfield;Chinese Sparrowhawk;Chinese Sparrowhawk;アカハラダカ;붉은배새매;Chinese Sperwer;froskehauk;krogulec chiński;Chinese Sparrowhawk;Chinese Sparrowhawk;Китайский тювик;jastrab čínsky;Chinese Sparrowhawk;Kinesisk sparvhök;เหยี่ยวนกเขาพันธุ์จีน;Çin Atmacası;Яструб китайський;赤腹鷹
Accipiter striatus;Sharp-shinned Hawk;shshaw;Aves;Accipitriformes;True;True;Sharp-shinned Hawk;Sharp-shinned Hawk;krahujec americký;Sharp-shinned Hawk;Eckschwanzsperber;Sharp-shinned Hawk;Sharp-shinned Hawk;Gavilán Americano;amerikanvarpushaukka;Épervier brun;Sharp-shinned Hawk;Sharp-shinned Hawk;アシボソハイタカ;Sharp-shinned Hawk;Amerikaanse Sperwer;tverrhalehauk;krogulec zmienny;Sharp-shinned Hawk;Sharp-shinned Hawk;Американский перепелятник;jastrab čiarkový;Sharp-shinned Hawk;Amerikansk sparvhök/Vitbröstad hök/Inkahök/Rostbyxvråk;Sharp-shinned Hawk;Amerika Atmacası;Яструб неоарктичний;Sharp-shinned Hawk
Accipiter superciliosus;Tiny Hawk;;;;True;False;Tiny Hawk;Tiny Hawk;Tiny Hawk;Tiny Hawk;Tiny Hawk;Tiny Hawk;Tiny Hawk;Tiny Hawk;Tiny Hawk;Tiny Hawk;Tiny Hawk;Tiny Hawk;Tiny Hawk;Tiny Hawk;Tiny Hawk;Tiny Hawk;krogulczyk drobny;Tiny Hawk;Tiny Hawk;Tiny Hawk;Tiny Hawk;Tiny Hawk;Tiny Hawk;Tiny Hawk;Tiny Hawk;Tiny Hawk;Tiny Hawk
Accipiter tachiro;African Goshawk;;;;True;False;Afrikaanse Sperwer;African Goshawk;jestřáb tachiro;African Goshawk;Afrikahabicht;African Goshawk;African Goshawk;Azor Tachiro;afrikanlintuhaukka;Autour tachiro;African Goshawk;African Goshawk;アフリカオオタカ;African Goshawk;Afrikaanse Havik;bantuhauk;krogulec trzypręgowy;African Goshawk;African Goshawk;Африканский ястреб;jastrab tachiro;African Goshawk;Afrikansk duvhök;African Goshawk;Afrika Çakırı;Яструб ангольський;African Goshawk
Accipiter toussenelii;Accipiter toussenelii;;Aves;Accipitriformes;False;True;Accipiter toussenelii;Accipiter toussenelii;Accipiter toussenelii;Accipiter toussenelii;Accipiter toussenelii;Accipiter toussenelii;Accipiter toussenelii;Accipiter toussenelii;Accipiter toussenelii;Accipiter toussenelii;Accipiter toussenelii;Accipiter toussenelii;Accipiter toussenelii;Accipiter toussenelii;Accipiter toussenelii;Accipiter toussenelii;Accipiter toussenelii;Accipiter toussenelii;Accipiter toussenelii;Accipiter toussenelii;Accipiter toussenelii;Accipiter toussenelii;Accipiter toussenelii;Accipiter toussenelii;Accipiter toussenelii;Accipiter toussenelii;Accipiter toussenelii
Accipiter trinotatus;Spot-tailed Goshawk;;;;True;False;Spot-tailed Goshawk;Spot-tailed Goshawk;krahujec pralesní;Spot-tailed Goshawk;Fleckschwanzsperber;Spot-tailed Goshawk;Spot-tailed Goshawk;Gavilán Colipinto;liskovarpushaukka;Épervier à queue tachetée;Spot-tailed Goshawk;Spot-tailed Goshawk;シラボシオオタカ;Spot-tailed Goshawk;Vlekstaartsperwer;flekkhalehauk;krogulec plamosterny;Spot-tailed Goshawk;Spot-tailed Goshawk;Пятнистохвостый перепелятник;jastrab trojškvrnový;Spot-tailed Goshawk;Fläckstjärtad hök;Spot-tailed Goshawk;Benek Kuyruklu Atmaca;Яструб плямистохвостий;Spot-tailed Goshawk
Accipiter trivirgatus;Crested Goshawk;;;;True;False;Crested Goshawk;Crested Goshawk;krahulák chocholatý;Crested Goshawk;Schopfhabicht;Crested Goshawk;Crested Goshawk;Azor Moñudo;töyhtölintuhaukka;Autour huppé;Crested Goshawk;Crested Goshawk;カンムリオオタカ;Crested Goshawk;Kuifhavik;topphauk;krogulec czubaty;Crested Goshawk;Crested Goshawk;Хохлатый ястреб;jastrab chochlatý;Crested Goshawk;Tofsduvhök;เหยี่ยวนกเขาหงอน;Tepeli Çakır;Яструб чубатий;鳳頭蒼鷹
Accipiter ventralis;Plain-breasted Hawk;;Aves;Accipitriformes;False;True;Plain-breasted Hawk;Plain-breasted Hawk;Plain-breasted Hawk;Plain-breasted Hawk;Plain-breasted Hawk;Plain-breasted Hawk;Plain-breasted Hawk;Plain-breasted Hawk;Plain-breasted Hawk;Plain-breasted Hawk;Plain-breasted Hawk;Plain-breasted Hawk;Plain-breasted Hawk;Plain-breasted Hawk;Plain-breasted Hawk;Plain-breasted Hawk;Plain-breasted Hawk;Plain-breasted Hawk;Plain-breasted Hawk;Plain-breasted Hawk;Plain-breasted Hawk;Plain-breasted Hawk;Plain-breasted Hawk;Plain-breasted Hawk;Plain-breasted Hawk;Plain-breasted Hawk;Plain-breasted Hawk
Accipiter virgatus;Besra;;;;True;False;Besra;Besra;krahujec besra;Besra;Besrasperber;Besra;Besra;Gavilán Besra;ruostevarpushaukka;Épervier besra;Besra;Besra;ミナミツミ;작은새매;Besrasperwer;besrahauk;krogulec orientalny;Besra;Besra;Индийский перепелятник;jastrab besra;Besra;Besra;เหยี่ยวนกกระจอกเล็ก;Besra Atmacası;Яструб яванський;松雀鷹
Aceros nipalensis;Rufous-necked Hornbill;runhor1;Aves;Bucerotiformes;True;True;Rufous-necked Hornbill;Rufous-necked Hornbill;zoborožec rezavý;Rufous-necked Hornbill;Nepalhornvogel;Rufous-necked Hornbill;Rufous-necked Hornbill;Cálao del Nepal;Rufous-necked Hornbill;Calao à cou roux;Rufous-necked Hornbill;Rufous-necked Hornbill;ナナミゾサイチョウ;Rufous-necked Hornbill;Himalayajaarvogel;rødhalshornfugl;dzioborożec rudy;Rufous-necked Hornbill;Rufous-necked Hornbill;Непальский калао;zobákorožec hrdzavý;Rufous-necked Hornbill;Rosthalsad näshornsfågel;นกเงือกคอแดง;Kızıl Boyunlu Boynuzgaga;Калао непальський;Rufous-necked Hornbill
Achaetops pycnopygius;Rockrunner;damroc1;Aves;Passeriformes;True;True;Rotsvoël;Rockrunner;Rockrunner;Rockrunner;Klippensänger;Rockrunner;Rockrunner;Saltarrocas de Damara;Rockrunner;Achétopse à flancs roux;Rockrunner;Rockrunner;イワトビムシクイ;Rockrunner;Roodstuitrotszanger;steinhopper;skalnik;Rockrunner;Rockrunner;Дамарский скалолаз;skalobežec škvrnitý;Rockrunner;Damarasångare;Rockrunner;Damara Kayabülbülü;Куцохвостик малий;Rockrunner
Acherontia atropos;Acherontia atropos;;Insecta;Lepidoptera;False;True;Acherontia atropos;Acherontia atropos;Acherontia atropos;Acherontia atropos;Acherontia atropos;Acherontia atropos;Acherontia atropos;Acherontia atropos;Acherontia atropos;Acherontia atropos;Acherontia atropos;Acherontia atropos;Acherontia atropos;Acherontia atropos;Acherontia atropos;Acherontia atropos;Acherontia atropos;Acherontia atropos;Acherontia atropos;Acherontia atropos;Acherontia atropos;Acherontia atropos;Acherontia atropos;Acherontia atropos;Acherontia atropos;Acherontia atropos;Acherontia atropos
Acheta domesticus;House cricket;;Insecta;Orthoptera;False;True;House cricket;House cricket;House cricket;House cricket;House cricket;House cricket;House cricket;House cricket;House cricket;House cricket;House cricket;House cricket;House cricket;House cricket;House cricket;House cricket;House cricket;House cricket;House cricket;House cricket;House cricket;House cricket;House cricket;House cricket;House cricket;House cricket;House cricket
Acheta rufopictus;Acheta rufopictus;;Insecta;Orthoptera;False;True;Acheta rufopictus;Acheta rufopictus;Acheta rufopictus;Acheta rufopictus;Acheta rufopictus;Acheta rufopictus;Acheta rufopictus;Acheta rufopictus;Acheta rufopictus;Acheta rufopictus;Acheta rufopictus;Acheta rufopictus;Acheta rufopictus;Acheta rufopictus;Acheta rufopictus;Acheta rufopictus;Acheta rufopictus;Acheta rufopictus;Acheta rufopictus;Acheta rufopictus;Acheta rufopictus;Acheta rufopictus;Acheta rufopictus;Acheta rufopictus;Acheta rufopictus;Acheta rufopictus;Acheta rufopictus
Acrididae;Short-horned Grasshoppers;;Insecta;Orthoptera;False;True;Short-horned Grasshoppers;Short-horned Grasshoppers;Short-horned Grasshoppers;Short-horned Grasshoppers;Short-horned Grasshoppers;Short-horned Grasshoppers;Short-horned Grasshoppers;Short-horned Grasshoppers;Short-horned Grasshoppers;Short-horned Grasshoppers;Short-horned Grasshoppers;Short-horned Grasshoppers;Short-horned Grasshoppers;Short-horned Grasshoppers;Short-horned Grasshoppers;Short-horned Grasshoppers;Short-horned Grasshoppers;Short-horned Grasshoppers;Short-horned Grasshoppers;Short-horned Grasshoppers;Short-horned Grasshoppers;Short-horned Grasshoppers;Short-horned Grasshoppers;Short-horned Grasshoppers;Short-horned Grasshoppers;Short-horned Grasshoppers;Short-horned Grasshoppers
Acridotheres burmannicus;Burmese Myna;vibsta1;Aves;Passeriformes;True;True;Burmese Myna;زرزور خمريُّ الصدر (burmannicus);majna barmská;Burmastær;Burmamaina;Vinous-breasted Starling;Burmese Myna;Miná Birmano (burmannicus);Vinous-breasted Starling (Burmese);Martin birman;Vinous-breasted Starling (Burmese);Vinous-breasted Starling (Burmese);Burmese Myna;Burmese Myna;Vinous-breasted Starling (Burmese);vinstær (burmannicus);majna birmańska (burmannicus);Burmese Myna;Vinous-breasted Starling (Burmese);Бирманская майна (burmannicus);škorec vínovoprsý;Burmese Myna;Vithuvad majna (burmannicus);นกกิ้งโครงหัวสีนวล (โคนปากเทา);Gri Enseli Çiğdeci;Майна бірманська;緬甸椋鳥
Acridotheres cristatellus;Crested Myna;cremyn;Aves;Passeriformes;True;True;Crested Myna;Crested Myna;majna chocholatá;Topmaina;Haubenmaina;Crested Myna;Crested Myna;Miná Crestado;Crested Myna;Martin huppé;Bivalymajna;Crested Myna;ハッカチョウ;뿔찌르레기;Kuifmaina;krøllstær;majna czubata;Crested Myna;Crested Myna;Хохлатая майна;škorec chochlatý;Crested Myna;Kinesisk majna;นกเอี้ยงหงอนก้นลาย;Tepeli Çiğdeci;Майна чубата;八哥(冠八哥)
Acridotheres fuscus;Jungle Myna;junmyn1;Aves;Passeriformes;True;True;Jungle Myna;Jungle Myna;majna hnědá;Jungle Myna;Dschungelmaina;Jungle Myna;Jungle Myna;Miná de la Jungla;Jungle Myna;Martin forestier;Jungle Myna;Jungle Myna;モリハッカ;Jungle Myna;Junglemaina;krattstær;majna szara;Jungle Myna;Jungle Myna;Джунглевая майна;škorec džungľový;Jungle Myna;Djungelmajna;นกเอี้ยงควาย;Kurşuni Çiğdeci;Майна джунглева;林八哥
Acridotheres ginginianus;Bank Myna;banmyn1;Aves;Passeriformes;True;True;Bank Myna;Bank Myna;majna břehová;Grå Maina;Ufermaina;Bank Myna;Bank Myna;Miná Ribereño;Bank Myna;Martin des berges;Bank Myna;Bank Myna;ハイイロハッカ;Bank Myna;Oevermaina;landsbystær;majna norowa;Bank Myna;Bank Myna;Береговая майна;škorec pobrežný;Bank Myna;Brinkmajna;Bank Myna;Dere Çiğdecisi;Майна берегова;岸八哥
Acridotheres grandis;Great Myna;whvmyn1;Aves;Passeriformes;True;True;Great Myna;Great Myna;Great Myna;Great Myna;Riesenmaina;Great Myna;Great Myna;Miná Grande;Great Myna;Grand Martin;Great Myna;Great Myna;オオハッカ;Great Myna;Grote Maina;engstær;majna żałobna;Great Myna;Great Myna;Чубатая майна;škorec smútočný;Great Myna;Tofsmajna;นกเอี้ยงหงอน;Büyük Çiğdeci;Майна велика;大八哥(叢八哥)
Acridotheres javanicus;Javan Myna;whvmyn;Aves;Passeriformes;True;True;Javan Myna;Javan Myna;majna jávská;Javan Myna;Javamaina;Javan Myna;Javan Myna;Miná de Java;Javan Myna;Martin de Java;Javan Myna;Javan Myna;ジャワハッカ;자바뿔찌르레기;Javaanse Maina;javastær;majna jawajska;Javan Myna;Javan Myna;Яванская майна;škorec ryžový;Javan Myna;Javamajna;นกเอี้ยงชวา;Cava Çiğdecisi;Майна яванська;白尾八哥
Acridotheres leucocephalus;Vinous-breasted Myna;vibsta4;Aves;Passeriformes;False;True;Vinous-breasted Myna;Vinous-breasted Myna;Vinous-breasted Myna;Vinous-breasted Myna;Vinous-breasted Myna;Vinous-breasted Myna;Vinous-breasted Myna;Vinous-breasted Myna;Vinous-breasted Myna;Vinous-breasted Myna;Vinous-breasted Myna;Vinous-breasted Myna;Vinous-breasted Myna;Vinous-breasted Myna;Vinous-breasted Myna;Vinous-breasted Myna;Vinous-breasted Myna;Vinous-breasted Myna;Vinous-breasted Myna;Vinous-breasted Myna;Vinous-breasted Myna;Vinous-breasted Myna;Vinous-breasted Myna;Vinous-breasted Myna;Vinous-breasted Myna;Vinous-breasted Myna;Vinous-breasted Myna
Acridotheres tristis;Common Myna;commyn;Aves;Passeriformes;True;True;Indiese Spreeu;مينة شائعة;majna obecná;Maina;Hirtenmaina;Common Myna;Common Myna;Miná Común;Common Myna;Martin triste;Pásztormejnó;Common Myna;インドハッカ;갈색찌르레기;Treurmaina;hyrdestær;majna brunatna;Common Myna;Maina comună;Майна;škorec hnedý;Žalostna majna;Brun majna;นกเอี้ยงสาริกา;Çiğdeci;Майна індійська;家八哥
Acris;Acris;;Amphibia;Anura;False;True;Acris;Acris;Acris;Acris;Acris;Acris;Acris;Acris;Acris;Acris;Acris;Acris;Acris;Acris;Acris;Acris;Acris;Acris;Acris;Acris;Acris;Acris;Acris;Acris;Acris;Acris;Acris
Acris blanchardi;Acris blanchardi;;Amphibia;Anura;False;True;Acris blanchardi;Acris blanchardi;Acris blanchardi;Acris blanchardi;Acris blanchardi;Acris blanchardi;Acris blanchardi;Acris blanchardi;Acris blanchardi;Acris blanchardi;Acris blanchardi;Acris blanchardi;Acris blanchardi;Acris blanchardi;Acris blanchardi;Acris blanchardi;Acris blanchardi;Acris blanchardi;Acris blanchardi;Acris blanchardi;Acris blanchardi;Acris blanchardi;Acris blanchardi;Acris blanchardi;Acris blanchardi;Acris blanchardi;Acris blanchardi
Acris crepitans;Northern Cricket Frog;;Amphibia;Anura;True;True;Northern Cricket Frog;Northern Cricket Frog;Northern Cricket Frog;Northern Cricket Frog;Northern Cricket Frog;Northern Cricket Frog;Northern Cricket Frog;Northern Cricket Frog;Northern Cricket Frog;Northern Cricket Frog;Northern Cricket Frog;Northern Cricket Frog;Northern Cricket Frog;Northern Cricket Frog;Northern Cricket Frog;Northern Cricket Frog;Northern Cricket Frog;Northern Cricket Frog;Northern Cricket Frog;Northern Cricket Frog;Northern Cricket Frog;Northern Cricket Frog;Northern Cricket Frog;Northern Cricket Frog;Northern Cricket Frog;Northern Cricket Frog;Northern Cricket Frog
Acris gryllus;Southern Cricket Frog;;Amphibia;Anura;True;True;Southern Cricket Frog;Southern Cricket Frog;Southern Cricket Frog;Southern Cricket Frog;Southern Cricket Frog;Southern Cricket Frog;Southern Cricket Frog;Southern Cricket Frog;Southern Cricket Frog;Southern Cricket Frog;Southern Cricket Frog;Southern Cricket Frog;Southern Cricket Frog;Southern Cricket Frog;Southern Cricket Frog;Southern Cricket Frog;Southern Cricket Frog;Southern Cricket Frog;Southern Cricket Frog;Southern Cricket Frog;Southern Cricket Frog;Southern Cricket Frog;Southern Cricket Frog;Southern Cricket Frog;Southern Cricket Frog;Southern Cricket Frog;Southern Cricket Frog
Acritillas indica;Yellow-browed Bulbul;yebbul3;Aves;Passeriformes;False;True;Yellow-browed Bulbul;Yellow-browed Bulbul;Yellow-browed Bulbul;Yellow-browed Bulbul;Yellow-browed Bulbul;Yellow-browed Bulbul;Yellow-browed Bulbul;Yellow-browed Bulbul;Yellow-browed Bulbul;Yellow-browed Bulbul;Yellow-browed Bulbul;Yellow-browed Bulbul;Yellow-browed Bulbul;Yellow-browed Bulbul;Yellow-browed Bulbul;Yellow-browed Bulbul;Yellow-browed Bulbul;Yellow-browed Bulbul;Yellow-browed Bulbul;Yellow-browed Bulbul;Yellow-browed Bulbul;Yellow-browed Bulbul;Yellow-browed Bulbul;Yellow-browed Bulbul;Yellow-browed Bulbul;Yellow-browed Bulbul;Yellow-browed Bulbul
Acrobatornis fonsecai;Pink-legged Graveteiro;pilgra1;Aves;Passeriformes;True;True;Pink-legged Graveteiro;Pink-legged Graveteiro;Pink-legged Graveteiro;Pink-legged Graveteiro;Plantagenschlüpfer;Pink-legged Graveteiro;Pink-legged Graveteiro;Graveteiro;Pink-legged Graveteiro;Synallaxe à pattes roses;Pink-legged Graveteiro;Pink-legged Graveteiro;アクロバットカマドドリ;Pink-legged Graveteiro;Acrobaatje;rosenfotgraveteiro;koralonóżek;Pink-legged Graveteiro;Pink-legged Graveteiro;Гравитейро;plantážnik kakaovníkový;Pink-legged Graveteiro;Akrobatfågel;Pink-legged Graveteiro;Taklacı Sepetören;Кошикороб сірий;Pink-legged Graveteiro
